CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned
533,France,Male,36,7,85311.7,1,0,1,156731.91,5,SILVER,628
654,France,Male,40,6,0.0,1,0,0,183872.88,4,DIAMOND,720
548,Spain,Male,37,4,0.0,1,1,0,121763.68,5,GOLD,926
850,Spain,Female,70,5,0.0,1,1,1,705.18,1,DIAMOND,283
694,Spain,Female,39,9,0.0,2,0,0,99924.04,4,PLATINUM,483
715,Spain,Male,31,7,0.0,1,1,1,149970.59,1,PLATINUM,707
555,Spain,Female,24,2,0.0,2,0,1,197866.55,4,GOLD,347
661,Germany,Female,47,0,109493.62,1,0,0,188324.01,4,GOLD,761
632,France,Male,42,4,126115.6,1,1,0,100998.5,2,GOLD,572
700,Spain,Male,29,8,0.0,2,0,1,152097.02,4,GOLD,255
552,Germany,Male,38,10,132271.12,2,1,1,46562.02,1,PLATINUM,925
659,France,Male,29,6,123192.12,1,1,1,56971.41,1,DIAMOND,783
710,France,Male,54,6,171137.62,1,1,1,167023.95,4,GOLD,451
584,France,Male,31,5,0.0,2,1,0,31474.27,2,PLATINUM,568
529,Spain,Male,63,4,96134.11,3,1,0,108732.96,3,GOLD,693
693,France,Female,38,3,0.0,2,0,0,78133.48,5,GOLD,724
725,France,Male,38,6,0.0,2,1,1,158697.28,2,DIAMOND,306
564,Germany,Female,44,3,111760.4,3,1,1,104722.47,3,DIAMOND,785
675,France,Male,69,1,0.0,2,1,0,157097.09,2,DIAMOND,526
659,France,Female,56,9,123785.24,1,1,0,99504.03,4,GOLD,928
701,France,Male,44,7,0.0,2,1,0,23425.78,3,SILVER,482
595,Germany,Male,34,2,87967.42,2,0,1,156309.52,5,SILVER,357
841,Germany,Male,32,2,117070.21,1,1,0,113482.2,3,SILVER,697
640,France,Female,67,3,0.0,1,0,1,42964.63,5,GOLD,461
615,Germany,Male,24,8,108528.07,2,0,0,179488.41,2,DIAMOND,312
703,France,Male,37,1,149762.08,1,1,0,20629.4,3,DIAMOND,371
724,France,Female,41,5,109798.25,1,0,1,149593.61,1,PLATINUM,829
555,France,Female,27,8,102000.17,1,1,1,116757.0,5,SILVER,586
516,France,Male,33,7,115195.58,1,1,1,11205.5,4,DIAMOND,943
709,Germany,Male,28,8,124695.72,2,1,0,145251.35,3,DIAMOND,665
546,France,Male,28,8,0.0,1,1,0,159254.29,2,GOLD,715
837,Spain,Male,31,9,104678.62,1,0,1,50972.6,2,SILVER,263
706,Spain,Male,28,3,0.0,2,0,1,181543.67,3,SILVER,241
639,France,Female,35,1,103015.12,2,1,1,139094.12,1,PLATINUM,467
679,France,Male,48,8,0.0,2,1,0,23344.94,2,SILVER,609
624,France,Male,26,9,74681.9,2,0,0,31231.35,4,PLATINUM,316
563,Spain,Male,57,6,0.0,2,1,1,39297.48,2,DIAMOND,263
616,Spain,Male,31,7,76665.71,2,1,1,163809.08,3,GOLD,468
623,Germany,Male,50,7,126608.37,1,0,1,645.61,2,GOLD,676
629,France,Male,35,1,172170.36,1,1,1,159777.37,2,GOLD,230
631,Spain,Male,46,9,160736.63,1,0,1,93503.02,3,SILVER,576
628,Spain,Male,42,7,0.0,2,0,1,172967.87,2,SILVER,283
698,France,Male,27,7,0.0,2,1,0,111471.55,5,GOLD,766
794,France,Female,41,7,176845.41,3,1,0,166526.26,5,GOLD,226
640,France,Male,28,7,0.0,2,1,1,131097.9,5,DIAMOND,611
686,Spain,Female,36,5,0.0,2,1,1,152979.14,4,GOLD,966
530,France,Female,48,0,0.0,1,1,0,85081.09,2,PLATINUM,737
382,Spain,Male,36,0,0.0,1,1,1,179540.73,4,GOLD,659
850,France,Male,49,6,128663.9,1,1,0,65769.3,4,PLATINUM,974
710,Germany,Female,62,9,148214.36,1,1,0,48571.14,4,DIAMOND,485
566,Germany,Male,54,4,118614.6,2,1,1,172601.62,3,SILVER,572
541,France,Male,37,9,118636.92,1,1,1,73551.44,2,GOLD,771
644,France,Male,37,2,186347.97,2,1,0,92809.73,4,SILVER,499
714,Germany,Male,42,2,177640.09,1,0,1,47166.55,5,GOLD,809
616,Germany,Male,39,2,121704.32,2,1,0,55556.3,4,PLATINUM,346
803,France,Male,28,3,0.0,2,1,0,159654.0,5,DIAMOND,570
705,France,Female,39,5,149379.66,2,1,0,96075.55,2,PLATINUM,444
665,Germany,Male,63,7,104469.58,1,1,1,25165.36,2,PLATINUM,941
543,France,Female,31,4,138317.94,1,0,0,61843.73,4,PLATINUM,759
576,France,Female,52,9,170228.59,2,0,0,148477.57,5,SILVER,364
656,France,Female,39,6,0.0,2,1,0,141069.88,4,DIAMOND,638
742,Germany,Male,33,0,181656.51,1,1,1,107667.91,1,SILVER,288
667,France,Male,28,6,165798.1,1,1,0,147090.9,5,DIAMOND,404
584,France,Male,47,5,0.0,2,1,0,89286.29,5,GOLD,343
565,France,Male,38,5,0.0,2,0,1,80630.32,5,PLATINUM,441
751,France,Male,42,4,0.0,2,1,1,81442.6,2,DIAMOND,997
637,Germany,Male,35,8,147127.81,2,1,1,84760.7,2,GOLD,792
534,France,Male,35,2,81951.74,2,1,0,115668.53,2,DIAMOND,636
720,Spain,Male,64,3,45752.78,2,1,0,79623.28,4,SILVER,608
745,Germany,Female,44,0,119638.21,1,1,1,34265.08,3,SILVER,660
711,France,Male,36,9,137688.71,1,1,1,46884.1,5,SILVER,458
710,Germany,Female,24,2,110407.44,2,0,0,15832.43,4,SILVER,993
661,France,Male,26,8,0.0,2,0,0,196875.87,4,GOLD,547
813,France,Female,62,10,64667.95,2,0,1,140454.14,4,SILVER,691
697,France,Female,23,10,0.0,2,1,1,79734.23,3,SILVER,968
678,Spain,Male,27,2,0.0,2,1,1,13221.25,4,GOLD,1000
704,Spain,Male,48,8,167997.6,1,1,1,173498.45,2,SILVER,970
533,Germany,Female,22,10,115743.6,1,0,0,43852.05,3,GOLD,706
645,Spain,Male,49,8,0.0,2,1,0,162012.6,4,DIAMOND,503
753,France,Female,36,7,128518.98,1,1,1,44567.83,4,PLATINUM,358
511,France,Female,46,1,0.0,1,1,1,115779.48,1,DIAMOND,773
433,Spain,Male,34,9,152806.74,1,1,0,19687.99,5,DIAMOND,398
586,Germany,Female,47,5,157099.47,2,1,1,65481.86,1,DIAMOND,576
446,Germany,Male,25,3,136202.78,1,1,0,176743.51,4,GOLD,610
652,France,Female,40,4,79927.36,2,1,1,33524.6,5,SILVER,640
699,France,Male,30,9,0.0,1,1,1,108162.13,4,DIAMOND,239
680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1,DIAMOND,269
665,Germany,Female,45,5,155447.65,2,1,0,51871.95,4,PLATINUM,511
684,Spain,Female,39,4,139723.9,1,1,1,120612.11,2,SILVER,254
610,Spain,Female,46,5,116886.59,1,0,0,107973.44,1,GOLD,452
680,Germany,Male,34,6,146422.22,1,1,0,67142.97,3,GOLD,870
765,France,Male,34,9,91835.16,1,0,0,138280.17,1,PLATINUM,843
705,France,Female,49,7,0.0,1,1,0,63405.2,1,GOLD,248
561,France,Male,56,7,152759.0,2,1,0,133167.11,2,GOLD,377
702,France,Male,34,4,100054.77,1,1,0,109496.45,3,PLATINUM,907
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,DIAMOND,736
699,France,Male,32,3,0.0,2,1,1,170770.44,1,GOLD,221
765,France,Male,42,4,123311.39,2,1,1,82868.34,5,GOLD,798
696,Germany,Male,43,4,114091.38,1,0,1,159888.1,3,DIAMOND,492
578,Spain,Female,28,8,161592.76,1,1,0,177834.79,2,GOLD,336
695,France,Female,36,2,0.0,2,0,1,167749.54,3,SILVER,463
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,1,SILVER,975
739,France,Male,58,2,101579.28,1,1,1,72168.53,5,SILVER,277
715,France,Male,21,6,76467.16,1,1,1,173511.72,4,GOLD,995
632,Germany,Female,38,6,86569.76,2,1,0,98090.91,5,SILVER,435
503,France,Female,37,8,0.0,2,1,1,97893.32,1,DIAMOND,564
543,France,Female,67,0,128843.67,1,1,1,134612.48,3,SILVER,809
841,Germany,Female,33,7,154969.79,2,1,1,99505.75,3,PLATINUM,907
727,Spain,Female,41,10,0.0,2,0,1,47468.56,5,DIAMOND,408
755,France,Female,29,3,0.0,3,1,0,4733.94,1,SILVER,328
543,Spain,Male,35,10,59408.63,1,1,0,76773.53,4,GOLD,480
695,France,Female,42,5,0.0,1,0,1,72172.13,5,PLATINUM,583
528,France,Male,31,9,120962.59,1,1,0,5419.31,5,PLATINUM,511
802,Spain,Male,38,7,0.0,2,0,1,57764.65,5,GOLD,476
800,France,Female,38,2,168190.33,2,1,0,68052.08,3,SILVER,874
773,France,Male,52,4,0.0,1,0,1,144113.42,4,SILVER,748
725,France,Male,26,6,98684.15,1,0,0,133720.57,1,SILVER,796
722,France,Female,38,3,0.0,2,0,1,167984.72,1,DIAMOND,242
482,France,Male,38,4,124976.19,1,1,0,35848.12,1,PLATINUM,813
664,France,Male,55,8,0.0,2,1,1,139161.64,5,SILVER,220
783,Germany,Female,41,5,106640.5,1,1,0,176945.96,5,PLATINUM,498
628,Spain,Male,43,3,184926.61,1,1,0,122937.57,4,GOLD,642
535,France,Female,40,8,0.0,1,1,1,27689.77,1,DIAMOND,514
506,France,Female,40,3,0.0,1,1,1,144345.58,1,PLATINUM,479
721,Germany,Male,40,6,100275.88,1,1,0,138564.48,5,GOLD,889
706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1,GOLD,574
664,France,Male,40,9,0.0,2,1,0,194767.3,5,SILVER,354
542,Spain,Male,37,8,0.0,1,1,1,807.06,3,GOLD,842
745,Spain,Male,34,7,132944.53,1,1,1,31802.92,1,PLATINUM,720
635,France,Male,27,3,127009.83,1,1,0,161909.95,1,GOLD,686
570,France,Female,33,8,0.0,1,1,1,124641.42,5,PLATINUM,943
668,France,Male,42,3,150461.07,1,1,0,108139.23,1,DIAMOND,335
782,Germany,Male,35,7,98556.89,2,1,0,117644.36,2,DIAMOND,625
634,France,Female,24,2,87413.19,1,1,0,63340.65,5,GOLD,505
507,France,Female,35,2,0.0,2,1,0,97633.93,4,DIAMOND,412
710,France,Female,31,3,0.0,2,1,1,112289.06,2,SILVER,681
481,France,Male,40,3,0.0,1,1,1,32319.93,2,GOLD,415
497,Germany,Male,35,7,110053.62,2,1,1,92887.06,4,PLATINUM,748
717,France,Male,42,5,0.0,2,1,0,172665.21,3,GOLD,594
506,France,Female,32,3,0.0,1,1,1,80823.02,3,PLATINUM,619
608,Spain,Female,35,6,0.0,2,1,1,143463.28,4,DIAMOND,253
679,France,Female,44,3,118742.74,2,1,0,1568.91,1,DIAMOND,233
803,France,Male,36,1,0.0,2,1,1,149370.93,3,SILVER,986
622,France,Female,38,4,98640.74,1,1,1,110457.99,3,SILVER,304
543,Germany,Male,41,6,143350.41,1,1,1,192070.16,4,DIAMOND,592
697,France,Female,49,7,195238.29,4,0,1,131083.56,2,GOLD,503
645,France,Male,31,7,161171.7,2,1,0,12599.94,3,SILVER,532
722,Germany,Female,37,0,125977.81,1,0,0,160162.42,2,GOLD,983
506,Spain,Male,32,8,0.0,2,0,1,182692.8,4,DIAMOND,671
662,France,Male,34,2,117731.79,2,0,1,55120.79,1,GOLD,792
579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,SILVER,546
601,France,Female,26,8,78892.23,1,1,1,23703.52,1,SILVER,876
850,France,Male,29,1,0.0,2,0,0,152996.89,3,GOLD,601
659,France,Female,49,1,0.0,1,1,0,116249.72,4,PLATINUM,219
850,Spain,Male,38,2,94652.04,1,1,1,171960.76,3,PLATINUM,475
694,Germany,Male,37,1,95668.82,2,1,0,100335.55,4,GOLD,468
558,Germany,Male,39,10,144757.02,1,1,0,22878.16,4,DIAMOND,254
637,Spain,Female,45,2,157929.45,1,1,1,145134.49,4,DIAMOND,546
631,France,Female,22,3,0.0,2,0,0,30781.77,1,PLATINUM,982
575,France,Female,40,1,139532.34,1,1,0,181294.39,2,SILVER,319
750,Spain,Female,39,7,119565.92,1,1,0,87067.73,1,SILVER,918
583,Germany,Male,40,4,107041.3,1,1,1,5635.63,1,GOLD,304
693,Spain,Male,47,8,107604.66,1,1,1,80149.27,5,SILVER,446
550,Spain,Male,34,3,0.0,2,0,0,131281.28,5,SILVER,806
634,France,Male,37,5,115345.86,2,0,0,168781.8,3,GOLD,261
641,France,Female,26,4,91547.84,2,0,1,28157.34,2,PLATINUM,712
599,Spain,Female,37,2,0.0,2,1,1,143739.29,4,GOLD,516
481,Germany,Male,44,3,163714.52,1,1,0,96123.72,5,PLATINUM,530
733,Spain,Male,36,1,0.0,2,0,1,108377.82,2,SILVER,932
564,Germany,Female,32,10,139875.2,2,1,0,15378.23,1,SILVER,737
788,France,Female,39,3,135139.33,1,0,1,113086.08,1,SILVER,444
812,France,Male,24,10,0.0,2,1,1,156906.15,1,PLATINUM,658
805,Germany,Male,56,6,151802.29,1,1,0,46791.09,2,SILVER,682
737,France,Male,54,9,0.0,1,1,0,83470.4,5,PLATINUM,987
581,France,Male,54,4,89299.81,1,0,0,5558.47,4,PLATINUM,269
678,Germany,Female,30,1,139676.95,2,0,1,16146.0,1,SILVER,554
493,France,Male,36,9,0.0,2,1,1,65816.53,4,SILVER,293
557,Germany,Male,57,1,120043.13,1,1,0,132370.75,1,GOLD,954
747,France,Male,29,7,0.0,2,1,1,141706.43,1,DIAMOND,338
545,France,Male,38,1,88293.13,2,1,1,24302.95,3,GOLD,331
529,France,Male,42,1,157498.9,1,1,1,82276.62,5,SILVER,639
622,France,Male,29,7,101486.96,1,1,1,8788.35,1,PLATINUM,327
710,France,Male,43,9,128284.45,1,1,0,32996.89,5,PLATINUM,538
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,5,GOLD,303
641,Spain,Male,42,9,132657.55,1,1,0,35367.19,3,GOLD,351
579,Spain,Male,56,4,99340.83,1,0,0,4523.74,1,DIAMOND,806
517,France,Male,28,2,115062.61,1,1,0,179056.23,2,GOLD,910
539,France,Male,39,3,0.0,2,1,0,36692.17,1,SILVER,426
628,Germany,Female,51,9,155903.82,2,1,1,71159.84,5,SILVER,597
764,France,Female,44,1,0.0,2,1,1,11467.38,1,PLATINUM,827
678,France,Male,43,5,102338.19,1,1,1,79649.62,3,PLATINUM,859
778,France,Female,65,7,0.0,1,1,1,77867.23,1,DIAMOND,656
500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,DIAMOND,416
785,France,Female,34,9,70302.48,1,1,1,68600.36,4,SILVER,667
762,France,Male,29,6,141389.06,1,1,0,54122.89,2,DIAMOND,635
594,Germany,Female,26,6,135067.52,2,0,0,131211.86,3,PLATINUM,285
509,France,Male,55,8,132387.91,2,1,1,170360.11,1,PLATINUM,913
750,France,Female,32,5,0.0,2,1,0,95611.47,1,SILVER,872
520,France,Female,38,4,0.0,2,1,0,56388.63,2,DIAMOND,867
796,Spain,Male,56,6,94231.13,1,0,0,121164.6,2,GOLD,667
698,France,Male,36,6,0.0,2,0,1,19231.98,5,PLATINUM,698
678,Spain,Male,28,5,138668.18,1,1,1,54144.01,1,PLATINUM,408
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,2,SILVER,699
707,France,Female,57,1,92053.0,1,1,1,164064.44,3,DIAMOND,828
628,Spain,Male,28,4,0.0,2,1,1,176750.81,3,DIAMOND,997
633,France,Female,39,9,129189.15,2,0,0,170998.83,1,GOLD,757
705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1,GOLD,669
648,Germany,Male,33,7,135310.41,2,0,1,171668.2,3,DIAMOND,231
666,France,Female,66,7,0.0,2,1,1,99792.82,5,GOLD,545
617,France,Male,41,7,0.0,2,0,1,14496.67,1,PLATINUM,321
707,France,Male,30,8,0.0,2,1,0,33159.37,5,GOLD,402
757,France,Male,57,3,89079.41,1,1,1,53179.21,4,DIAMOND,789
418,France,Female,39,2,0.0,2,0,0,9041.71,2,DIAMOND,242
675,France,Female,38,1,104016.88,1,0,0,22068.83,1,DIAMOND,917
672,Germany,Male,40,10,102980.44,1,1,0,1285.81,2,SILVER,568
678,Germany,Female,37,2,113383.07,1,1,1,135123.96,2,DIAMOND,767
765,Spain,Male,45,2,91549.78,1,1,1,47139.44,3,PLATINUM,926
850,Germany,Female,36,0,136980.23,2,1,1,99019.65,5,SILVER,416
699,Germany,Female,31,10,125837.86,2,1,0,189392.66,1,DIAMOND,409
771,Spain,Female,41,5,0.0,2,0,1,92914.67,2,DIAMOND,958
660,Germany,Male,35,9,113948.58,1,1,0,188891.96,3,PLATINUM,959
568,Germany,Female,26,10,109819.16,2,1,0,154491.39,2,SILVER,865
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,4,GOLD,774
711,Germany,Male,43,2,39043.29,2,1,1,175423.69,2,DIAMOND,258
633,Spain,Female,39,2,0.0,2,0,0,191207.03,1,PLATINUM,846
575,France,Male,36,7,0.0,1,1,1,55868.97,4,GOLD,689
775,Germany,Female,77,6,135120.56,1,1,0,37836.64,1,GOLD,538
709,France,Male,36,0,0.0,2,1,0,46811.77,3,GOLD,716
502,France,Male,33,8,0.0,2,1,1,123509.01,4,DIAMOND,717
788,France,Male,32,4,112079.58,1,0,0,89368.59,1,SILVER,645
679,France,Female,33,6,0.0,2,1,1,98015.85,5,PLATINUM,521
771,Spain,Female,56,2,0.0,1,1,1,25222.6,4,GOLD,503
530,France,Male,52,1,106723.28,1,0,0,109960.4,3,PLATINUM,284
684,Germany,Male,37,4,138476.41,2,1,1,52367.29,3,SILVER,369
447,France,Male,43,2,0.0,2,1,0,33879.26,5,GOLD,348
706,Spain,Male,38,8,0.0,2,0,1,46635.11,3,GOLD,826
556,France,Female,39,9,89588.35,1,1,1,94898.1,1,DIAMOND,827
820,France,Female,49,1,0.0,2,1,1,119087.25,1,PLATINUM,679
686,France,Male,35,4,0.0,1,1,0,8816.37,2,GOLD,656
683,Germany,Female,49,7,108797.63,2,0,0,140763.18,3,SILVER,820
611,France,Female,40,8,100812.33,2,1,0,147358.27,2,DIAMOND,927
786,France,Male,34,3,137361.96,1,0,0,183682.09,1,SILVER,872
792,Spain,Male,47,0,0.0,1,1,1,5557.88,4,DIAMOND,445
683,France,Male,72,3,140997.26,1,0,1,52876.41,3,SILVER,580
794,Spain,Male,33,8,0.0,2,0,0,91340.02,2,PLATINUM,536
787,Spain,Male,39,10,108935.39,1,1,1,101168.3,5,DIAMOND,637
612,France,Female,63,2,126473.33,1,0,1,147545.65,5,DIAMOND,633
717,Spain,Male,36,2,102989.83,2,0,1,49185.57,5,SILVER,313
545,Germany,Male,37,9,110483.86,1,1,1,127394.67,5,DIAMOND,233
646,France,Female,73,6,97259.25,1,0,1,104719.66,1,PLATINUM,250
520,France,Male,30,3,143396.54,2,1,1,898.51,1,DIAMOND,605
598,France,Female,32,4,111156.52,1,1,1,167376.26,1,SILVER,219
504,Germany,Female,44,0,131873.07,2,1,1,158036.72,3,GOLD,646
659,France,Female,38,9,0.0,2,1,1,132809.18,3,SILVER,268
615,France,Male,41,4,130385.82,1,0,1,130661.95,2,SILVER,448
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,5,GOLD,229
530,Germany,Male,33,9,75242.28,1,0,1,101694.67,4,SILVER,273
617,Spain,Male,34,9,0.0,2,1,0,118749.58,1,PLATINUM,561
499,France,Female,57,1,0.0,1,0,0,131372.38,3,GOLD,251
850,France,Male,43,7,0.0,2,1,1,173851.11,3,DIAMOND,368
718,France,Female,29,3,0.0,1,0,1,134462.29,4,PLATINUM,253
725,France,Male,43,2,165896.0,2,1,0,130795.52,2,SILVER,527
644,France,Male,44,5,73348.56,1,1,0,157166.79,5,GOLD,354
529,Spain,Female,44,1,0.0,2,0,0,14161.3,4,DIAMOND,786
687,France,Female,61,7,80538.56,1,1,0,131305.37,4,DIAMOND,274
623,Spain,Female,43,4,123536.52,2,0,0,154908.52,5,GOLD,408
745,Spain,Female,59,8,0.0,1,1,1,36124.98,2,DIAMOND,949
612,Germany,Male,46,9,161450.03,1,1,1,96961.0,2,PLATINUM,882
667,France,Male,44,2,122806.95,1,0,0,15120.86,5,SILVER,236
754,Spain,Female,50,7,146777.44,2,0,1,150685.52,1,GOLD,517
616,France,Female,37,6,0.0,2,1,0,86242.18,2,PLATINUM,850
766,Germany,Male,27,5,126285.73,1,1,0,177614.17,3,SILVER,969
646,Germany,Female,30,10,100548.67,2,0,0,136983.77,2,DIAMOND,905
698,France,Female,40,7,105061.74,3,1,0,107815.31,1,DIAMOND,448
611,Spain,Male,46,6,0.0,2,1,0,45886.33,4,DIAMOND,406
623,Spain,Male,46,4,0.0,1,1,0,5549.11,3,DIAMOND,598
702,France,Female,46,9,98444.19,1,0,1,109563.28,1,PLATINUM,511
622,France,Female,35,5,0.0,2,1,0,51112.8,5,GOLD,775
609,France,Male,40,6,0.0,2,1,1,97416.34,1,DIAMOND,717
707,Germany,Female,48,7,105086.74,1,1,1,180344.69,5,PLATINUM,744
701,France,Male,30,3,156660.72,2,1,0,45742.42,3,GOLD,257
585,Germany,Male,37,6,152496.82,1,1,1,99907.29,3,SILVER,405
713,France,Male,38,9,72286.84,2,1,1,26136.89,1,SILVER,570
616,France,Female,31,8,0.0,1,0,1,76456.17,5,SILVER,675
750,France,Female,35,3,0.0,1,1,0,191520.5,1,DIAMOND,879
695,Spain,Female,31,5,0.0,2,0,1,13998.88,3,GOLD,583
777,France,Female,53,10,0.0,2,1,0,189992.97,2,PLATINUM,306
687,France,Female,34,9,125474.44,1,1,0,198929.84,1,GOLD,565
745,Spain,Female,38,7,0.0,2,1,1,194230.82,3,DIAMOND,401
768,France,Male,29,2,95984.69,2,1,1,73686.75,5,DIAMOND,631
690,France,Female,40,9,77641.99,1,0,0,189051.59,4,PLATINUM,832
569,France,Male,43,7,0.0,2,1,0,52534.81,1,PLATINUM,367
674,France,Male,46,2,174701.05,1,1,0,90189.72,4,DIAMOND,410
785,Spain,Male,41,7,0.0,2,1,1,199108.88,5,SILVER,681
705,Spain,Female,40,5,203715.15,1,1,0,179978.68,2,DIAMOND,801
635,France,Male,43,10,122198.21,2,0,1,179144.54,4,DIAMOND,704
738,France,Male,35,5,161274.05,2,1,0,181429.87,5,SILVER,566
647,Spain,Female,44,5,0.0,3,1,1,174205.22,3,DIAMOND,752
809,France,Female,39,5,0.0,1,1,0,77705.75,5,DIAMOND,754
597,France,Male,61,5,0.0,2,1,1,81299.17,1,GOLD,567
484,Germany,Male,54,3,134388.11,1,0,0,49954.79,3,GOLD,719
753,France,Female,62,6,0.0,2,1,1,136398.9,4,SILVER,494
655,Spain,Male,34,1,116114.93,1,1,1,49492.15,5,GOLD,601
512,Germany,Female,32,2,123403.85,2,1,0,80120.19,2,PLATINUM,798
679,Germany,Male,52,9,135870.01,2,0,0,54038.62,2,GOLD,510
666,France,Female,27,4,0.0,2,0,0,88751.45,1,DIAMOND,818
735,France,Male,73,9,0.0,1,1,1,114283.33,1,SILVER,393
680,Spain,Male,42,0,0.0,1,1,0,136377.21,3,DIAMOND,821
542,France,Female,31,3,0.0,2,1,1,115217.59,1,DIAMOND,945
683,France,Female,38,5,127616.56,1,1,0,123846.07,4,PLATINUM,806
626,Spain,Female,48,2,0.0,2,1,1,95794.98,3,DIAMOND,682
682,France,Female,37,8,148580.12,1,1,0,35179.18,5,GOLD,643
688,Spain,Male,42,5,0.0,2,0,0,197602.29,4,SILVER,378
651,Germany,Female,24,7,40224.7,1,1,1,178341.33,4,PLATINUM,842
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,4,SILVER,320
660,Spain,Male,33,2,80462.24,1,0,0,150422.35,2,DIAMOND,652
478,France,Female,38,4,171913.87,1,1,0,51820.87,5,DIAMOND,551
649,Germany,Male,40,4,95001.33,1,0,1,123202.99,3,GOLD,993
617,Spain,Male,61,7,91070.43,1,1,1,101839.77,2,DIAMOND,647
524,Germany,Female,31,10,67238.98,2,1,1,161811.23,5,GOLD,685
523,France,Female,73,7,0.0,2,0,0,130883.9,5,DIAMOND,566
451,France,Male,33,6,0.0,2,1,0,184954.11,3,GOLD,268
684,Spain,Female,42,3,103210.27,1,1,0,31002.03,4,PLATINUM,521
706,Germany,Male,34,0,140641.26,2,1,1,77271.91,3,GOLD,288
568,Germany,Male,40,1,99282.63,1,0,0,134600.94,2,SILVER,818
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,5,GOLD,837
646,France,Female,51,4,101629.3,1,0,0,130541.1,5,SILVER,639
607,Spain,Female,62,8,108004.64,1,1,1,23386.77,5,GOLD,271
589,France,Female,46,10,107238.85,2,1,0,37024.28,5,GOLD,276
721,France,Female,40,7,0.0,2,1,1,122580.48,4,PLATINUM,351
570,France,Female,36,3,0.0,2,1,0,92118.75,2,DIAMOND,971
712,Spain,Female,48,8,0.0,2,1,0,183235.33,2,SILVER,923
662,Germany,Male,33,0,103471.52,1,1,1,162703.0,3,DIAMOND,243
536,France,Male,39,4,0.0,2,1,0,27150.35,1,PLATINUM,422
743,Spain,Male,43,2,161807.18,2,0,1,93228.86,5,GOLD,973
592,France,Male,60,9,0.0,4,1,1,13614.01,5,GOLD,803
684,France,Female,41,6,135203.81,2,1,1,121967.88,3,DIAMOND,682
697,France,Female,47,6,128252.66,1,1,1,168053.4,1,DIAMOND,281
474,France,Female,30,9,0.0,2,0,0,63158.22,1,PLATINUM,894
677,Germany,Female,41,8,146720.98,2,1,1,4195.84,3,DIAMOND,562
578,France,Male,34,4,175111.11,1,1,1,74858.3,2,SILVER,311
487,France,Male,53,4,199689.49,1,1,1,24207.86,1,SILVER,726
652,Spain,Male,28,8,156823.7,2,1,0,198251.52,5,PLATINUM,749
655,Germany,Female,32,6,130935.56,1,1,0,9241.83,4,PLATINUM,515
739,France,Male,34,9,0.0,1,1,0,60584.33,3,PLATINUM,788
516,Spain,Female,27,1,0.0,1,0,1,112311.15,3,PLATINUM,638
604,Spain,Female,34,3,0.0,2,1,0,38587.7,1,DIAMOND,407
850,Spain,Male,33,3,100476.46,2,1,1,136539.13,1,GOLD,590
695,Spain,Male,28,0,96020.86,1,1,1,57992.49,2,SILVER,865
504,France,Female,73,8,0.0,1,1,1,34595.58,3,GOLD,672
435,France,Male,54,3,0.0,1,1,0,156910.46,4,SILVER,832
559,France,Male,28,3,141099.43,1,1,1,15607.27,3,PLATINUM,328
780,Germany,Male,71,9,142550.25,2,1,1,122506.78,1,PLATINUM,408
620,France,Male,32,6,0.0,2,1,0,56139.09,1,GOLD,818
699,Spain,Female,50,0,158633.61,1,1,0,193785.87,1,SILVER,835
554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1,DIAMOND,999
651,Spain,Male,45,4,0.0,2,0,0,193009.21,4,DIAMOND,344
656,Germany,Female,46,7,141535.52,1,1,0,50595.15,1,GOLD,806
703,France,Male,56,9,0.0,1,0,0,85547.33,3,SILVER,623
615,Germany,Male,43,3,86920.86,1,1,1,150048.37,1,DIAMOND,579
691,France,Male,38,1,0.0,2,0,0,44653.5,1,GOLD,885
646,France,Female,38,2,0.0,2,0,0,178752.73,3,GOLD,240
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,4,SILVER,829
618,Spain,Male,33,4,0.0,2,1,1,77550.18,1,SILVER,273
615,Germany,Male,58,3,72309.3,1,1,1,85687.09,3,GOLD,648
581,Germany,Female,38,3,135157.05,1,1,1,32919.42,3,SILVER,622
616,Germany,Female,45,4,122793.96,1,1,1,62002.04,5,SILVER,224
663,Spain,Female,33,8,96769.04,1,1,1,36864.05,4,GOLD,852
696,France,Female,33,4,0.0,2,1,1,73371.65,3,PLATINUM,348
634,France,Male,26,8,0.0,1,1,0,21760.96,4,DIAMOND,783
689,France,Male,40,8,160272.27,1,1,0,49656.24,2,SILVER,729
